id,ts,iso_ts,event,actor,ip,payload
437,1782404701690,2026-06-25T16:25:01.690Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
438,1782405001856,2026-06-25T16:30:01.856Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
439,1782405301724,2026-06-25T16:35:01.724Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
440,1782405600903,2026-06-25T16:40:00.903Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
441,1782405601354,2026-06-25T16:40:01.354Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":77},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":364}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
442,1782406274390,2026-06-25T16:51:14.390Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
443,1782406279514,2026-06-25T16:51:19.514Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":104},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5006}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
444,1782406572243,2026-06-25T16:56:12.243Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
445,1782406572719,2026-06-25T16:56:12.719Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":92},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":375}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
446,1782406876793,2026-06-25T17:01:16.793Z,speedtest.run,system ,,"{""via"":""direct"",""provider"":""cloudflare"",""ping_ms"":33,""download_mbps"":136.47,""upload_mbps"":192.19,""isp"":""Dimension Data""}"
447,1782406878434,2026-06-25T17:01:18.434Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
448,1782406883611,2026-06-25T17:01:23.611Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":158},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5003}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
449,1782407101904,2026-06-25T17:05:01.904Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
450,1782407401222,2026-06-25T17:10:01.222Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
451,1782407702549,2026-06-25T17:15:02.549Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
452,1782408002919,2026-06-25T17:20:02.919Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
453,1782408301071,2026-06-25T17:25:01.071Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
454,1782408302631,2026-06-25T17:25:02.631Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":104},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":1444}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
455,1782408601503,2026-06-25T17:30:01.503Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
456,1782408903506,2026-06-25T17:35:03.506Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
457,1782409201731,2026-06-25T17:40:01.731Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
458,1782409501862,2026-06-25T17:45:01.862Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
459,1782409801985,2026-06-25T17:50:01.985Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
460,1782410100863,2026-06-25T17:55:00.863Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
461,1782410105956,2026-06-25T17:55:05.956Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":70},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5015}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
462,1782410400927,2026-06-25T18:00:00.927Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
463,1782410406020,2026-06-25T18:00:06.020Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":72},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5012}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
464,1782410483360,2026-06-25T18:01:23.360Z,speedtest.run,system ,,"{""via"":""direct"",""provider"":""cloudflare"",""ping_ms"":43,""download_mbps"":181.94,""upload_mbps"":234.78,""isp"":""Dimension Data""}"
465,1782410701048,2026-06-25T18:05:01.048Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
466,1782410701494,2026-06-25T18:05:01.494Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":68},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":367}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
467,1782411001112,2026-06-25T18:10:01.112Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
468,1782411001555,2026-06-25T18:10:01.555Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":69},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":367}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
469,1782411301169,2026-06-25T18:15:01.169Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
470,1782411306248,2026-06-25T18:15:06.248Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":69},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5001}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
471,1782411601213,2026-06-25T18:20:01.213Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
472,1782411901423,2026-06-25T18:25:01.423Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
473,1782412201424,2026-06-25T18:30:01.424Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
474,1782412501429,2026-06-25T18:35:01.429Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
475,1782412801462,2026-06-25T18:40:01.462Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
476,1782413101527,2026-06-25T18:45:01.527Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
477,1782413403586,2026-06-25T18:50:03.586Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
478,1782413702870,2026-06-25T18:55:02.870Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
479,1782414001737,2026-06-25T19:00:01.737Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
480,1782414302302,2026-06-25T19:05:02.302Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
481,1782414601646,2026-06-25T19:10:01.646Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
482,1782414901783,2026-06-25T19:15:01.783Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
483,1782415202275,2026-06-25T19:20:02.275Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
484,1782415501854,2026-06-25T19:25:01.854Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
485,1782415801698,2026-06-25T19:30:01.698Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
486,1782416101955,2026-06-25T19:35:01.955Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
487,1782416401603,2026-06-25T19:40:01.603Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
488,1782416701881,2026-06-25T19:45:01.881Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
489,1782417000846,2026-06-25T19:50:00.846Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":414},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":416}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
490,1782417092095,2026-06-25T19:51:32.095Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
491,1782417301628,2026-06-25T19:55:01.628Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
492,1782417601691,2026-06-25T20:00:01.691Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
493,1782417901558,2026-06-25T20:05:01.558Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
494,1782418201832,2026-06-25T20:10:01.832Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
495,1782418501125,2026-06-25T20:15:01.125Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
496,1782418502151,2026-06-25T20:15:02.151Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":147},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":871}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
497,1782418802201,2026-06-25T20:20:02.201Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
498,1782419105213,2026-06-25T20:25:05.213Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
499,1782419404312,2026-06-25T20:30:04.312Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
500,1782419702634,2026-06-25T20:35:02.634Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
501,1782420001592,2026-06-25T20:40:01.592Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
502,1782420302104,2026-06-25T20:45:02.104Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
503,1782420601983,2026-06-25T20:50:01.983Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
504,1782420902103,2026-06-25T20:55:02.103Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
505,1782421201886,2026-06-25T21:00:01.886Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
506,1782421502564,2026-06-25T21:05:02.564Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
507,1782421802537,2026-06-25T21:10:02.537Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
508,1782422104091,2026-06-25T21:15:04.091Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
509,1782422403203,2026-06-25T21:20:03.203Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
510,1782422702186,2026-06-25T21:25:02.186Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
511,1782423001614,2026-06-25T21:30:01.614Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
512,1782423301180,2026-06-25T21:35:01.180Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
513,1782423301692,2026-06-25T21:35:01.692Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":102},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":400}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
514,1782423601797,2026-06-25T21:40:01.797Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
515,1782423901325,2026-06-25T21:45:01.325Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
516,1782424201932,2026-06-25T21:50:01.932Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
517,1782424501769,2026-06-25T21:55:01.769Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
518,1782424803402,2026-06-25T22:00:03.402Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
519,1782425102207,2026-06-25T22:05:02.207Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
520,1782425401901,2026-06-25T22:10:01.901Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
521,1782425701738,2026-06-25T22:15:01.738Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
522,1782426001183,2026-06-25T22:20:01.183Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
523,1782426001656,2026-06-25T22:20:01.656Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":99},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":366}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
524,1782426301597,2026-06-25T22:25:01.597Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
525,1782426602049,2026-06-25T22:30:02.049Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
526,1782426902455,2026-06-25T22:35:02.455Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
527,1782427201630,2026-06-25T22:40:01.630Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
528,1782427502216,2026-06-25T22:45:02.216Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
529,1782427801462,2026-06-25T22:50:01.462Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
530,1782428102473,2026-06-25T22:55:02.473Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
531,1782428401745,2026-06-25T23:00:01.745Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
532,1782428703002,2026-06-25T23:05:03.002Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
533,1782429003871,2026-06-25T23:10:03.871Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
534,1782429304277,2026-06-25T23:15:04.277Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
535,1782440401370,2026-06-26T02:20:01.370Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
536,1782440701550,2026-06-26T02:25:01.550Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
537,1782441001664,2026-06-26T02:30:01.664Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
538,1782441300983,2026-06-26T02:35:00.983Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
539,1782441301464,2026-06-26T02:35:01.464Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":66},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":408}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
540,1782441601252,2026-06-26T02:40:01.252Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
541,1782441901617,2026-06-26T02:45:01.617Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
542,1782442201565,2026-06-26T02:50:01.565Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
543,1782442501501,2026-06-26T02:55:01.501Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
544,1782442801390,2026-06-26T03:00:01.390Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
545,1782443101431,2026-06-26T03:05:01.431Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
546,1782443401491,2026-06-26T03:10:01.491Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
547,1782443701611,2026-06-26T03:15:01.611Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
548,1782444001489,2026-06-26T03:20:01.489Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
549,1782444301406,2026-06-26T03:25:01.406Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
550,1782444601568,2026-06-26T03:30:01.568Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
551,1782444901973,2026-06-26T03:35:01.973Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
552,1782445201958,2026-06-26T03:40:01.958Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
553,1782445501806,2026-06-26T03:45:01.806Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
554,1782445801801,2026-06-26T03:50:01.801Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
555,1782446101640,2026-06-26T03:55:01.640Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
556,1782446401570,2026-06-26T04:00:01.570Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
557,1782446701452,2026-06-26T04:05:01.452Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
558,1782447001523,2026-06-26T04:10:01.523Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
559,1782447301547,2026-06-26T04:15:01.547Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
560,1782447601844,2026-06-26T04:20:01.844Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
561,1782447901613,2026-06-26T04:25:01.613Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
562,1782448201554,2026-06-26T04:30:01.554Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
563,1782448501723,2026-06-26T04:35:01.723Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
564,1782448801740,2026-06-26T04:40:01.740Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
565,1782449101743,2026-06-26T04:45:01.743Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
566,1782449401701,2026-06-26T04:50:01.701Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
567,1782449701578,2026-06-26T04:55:01.578Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
568,1782450001421,2026-06-26T05:00:01.421Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
569,1782450301341,2026-06-26T05:05:01.341Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
570,1782450601211,2026-06-26T05:10:01.211Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
571,1782450606326,2026-06-26T05:10:06.326Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":90},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5016}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
572,1782450901231,2026-06-26T05:15:01.231Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
573,1782451201309,2026-06-26T05:20:01.309Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
574,1782451501283,2026-06-26T05:25:01.283Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
575,1782451801270,2026-06-26T05:30:01.270Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
576,1782452101279,2026-06-26T05:35:01.279Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
577,1782452401154,2026-06-26T05:40:01.154Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
578,1782452406260,2026-06-26T05:40:06.260Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":82},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5015}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
579,1782452701261,2026-06-26T05:45:01.261Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
580,1782453001246,2026-06-26T05:50:01.246Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
581,1782453301103,2026-06-26T05:55:01.103Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
582,1782453306199,2026-06-26T05:55:06.199Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":76},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5010}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
583,1782453601005,2026-06-26T06:00:01.005Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
584,1782453606093,2026-06-26T06:00:06.093Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":70},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5010}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
585,1782453712720,2026-06-26T06:01:52.720Z,speedtest.run,system ,,"{""via"":""direct"",""provider"":""cloudflare"",""ping_ms"":44,""download_mbps"":139.4,""upload_mbps"":202.4,""isp"":""Dimension Data""}"
586,1782453901273,2026-06-26T06:05:01.273Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
587,1782454201275,2026-06-26T06:10:01.275Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
588,1782454501179,2026-06-26T06:15:01.179Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
589,1782454506277,2026-06-26T06:15:06.277Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":74},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5014}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
590,1782454801123,2026-06-26T06:20:01.123Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
591,1782454806217,2026-06-26T06:20:06.217Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":80},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5004}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
592,1782455101168,2026-06-26T06:25:01.168Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
593,1782455101654,2026-06-26T06:25:01.654Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":83},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":392}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
594,1782455400942,2026-06-26T06:30:00.942Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
595,1782455404014,2026-06-26T06:30:04.014Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":89},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":2973}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
596,1782455700983,2026-06-26T06:35:00.983Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
597,1782455706136,2026-06-26T06:35:06.136Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":130},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5011}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
598,1782456301091,2026-06-26T06:45:01.091Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
599,1782456301572,2026-06-26T06:45:01.572Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":88},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":382}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
600,1782456601271,2026-06-26T06:50:01.271Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
601,1782456900995,2026-06-26T06:55:00.995Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
602,1782456906092,2026-06-26T06:55:06.092Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":78},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":false,""ms"":5009}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
603,1782457202050,2026-06-26T07:00:02.050Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
604,1782457501546,2026-06-26T07:05:01.546Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
605,1782457801366,2026-06-26T07:10:01.366Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
606,1782458101804,2026-06-26T07:15:01.804Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
607,1782458400998,2026-06-26T07:20:00.998Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
608,1782458401539,2026-06-26T07:20:01.539Z,internet.check,system ,,"{""ok"":true,""results"":[{""host"":""1.1.1.1"",""ok"":true,""ms"":83},{""host"":""http://connectivity-check.ubuntu.com"",""ok"":true,""ms"":450}],""outage_type"":null,""gateway_ok"":null,""gateway"":null,""outage_mode"":false,""interval_seconds"":null,""attempt_count"":null,""vpn_up"":false,""vpn_ok"":null,""vpn_results"":[]}"
609,1782458701851,2026-06-26T07:25:01.851Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
610,1782459001583,2026-06-26T07:30:01.583Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
611,1782459301967,2026-06-26T07:35:01.967Z,service.check,system ,,"{""up"":6,""down"":2,""total"":8}"
